RecipeName,Ingredients,Course,Cuisine,Diet,TranslatedInstructions,TotalTimeInMins,Cuisine_Clean,MealType,Cleaned_Ingredients
Sakkare Millet Pongal Recipe,"1 cup Foxtail Millet,1/2 liter Milk - skimmed,2 cups Water,1/2 cup Jaggery - powderd,2 Cardamom (Elaichi) Pods/Seeds,2 tablespoons Mixed dry fruits,1 tablespoon Ghee,2 tablespoons Dry coconut (kopra) - optional",Dessert,South Indian Recipes,Vegetarian,"To begin making the Sakkare Millet Pongal recipe, firstly heat milk and 1 cup of water together in a saucepan.Once the milk is hot, add the washed millet to this, reduce the flame and cook the millet till it is soft.In the meantime, mix jaggery powder and 1 cup of water in a heavy bottomed pan and heat. Heat till all the jaggery is dissolved and it has just started to boil.Add this jaggery syrup to the millet. Cook till the mixture comes together and starts leaving the sides of the pan.Switch off the flame. Add cardamom powder to this and mix it well.In a small pan, heat the ghee and add raisins and cashews. Once they turn gold, pour it over the pongal and give it a mix.Garnish with grated dry coconut and serve hot. Serve Sakkare Millet Pongal on its own as a sweet dish after your delicious South Indian meal.
",40,South Indian,Dessert,"['foxtail millet', 'milk', 'jaggery', 'cardamom pods seeds', 'mixed fruits', 'ghee', 'coconut']"
Maddur Vada Recipe  |  Maddur Vade,"1 cup Rice flour,1/2 cup Sooji (Semolina/ Rava),1/4 cup All Purpose Flour (Maida),2 Onions - finely chopped,3 Green Chillies - finely chopped,3 sprig Curry leaves - finely chopped,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Red Chilli powder,3 tablespoons Sunflower Oil,Salt - to taste,Sunflower Oil - to deep fry",Snack,Karnataka,Vegetarian,"To begin making the Maddur Vada Recipe prep all the ingredients and keep them ready.In a large mixing bowl, combine all the ingredients for the Maddur Vada dough without adding water. The dough will be a little stiff and more like a bread crumb consistency.After the dough gets combined, cover the dough and allow it to rest for 10 minutes. This resting process will bring out the moisture - as the onions will release a little water when exposed to the salt.After 10 minutes, knead the dough again and you will notice it will come together like a firm roti dough. If you feel the Maddur Vada dough did not have enough moisture, then add a few drops of water at a time and knead to make a very firm roti dough.Divide the Maddur Vada dough into large lemon size balls. Preheat the oil for deep frying the Maddur VadaNow to make the Maddur vada, grease your palms with a little oil and also grease a small piece of aluminum foil with  oil as  well. This helps in sliding maddur vada into the hot oil easily.Take a small ball of the Maddur Vada dough and pat it flat over the foil with your greased fingers. You can keep it little thick and not too thin. Carefully slide the Maddur Vada from the oil into the hot oil and deep fry on both the sides for about 1 minute over medium heat until dark golden brown and crisp. Based on the size of your kadai, you can deep fry 2 to 3 Maddur Vada at a time. Once golden brown and crisp, remove the Maddur vada from the oil and drain it over a kitchen paper napkins and serve hot. Serve the Maddur Vada as a Tea Time Snack along with Spicy Coconut Chutney and a hot cup of filter coffee.",30,Karnataka,Snack,"['rice flour', 'sooji', 'all purpose flour', 'onions', 'green chillies', 'curry', 'asafoetida', 'red chilli powder', 'sunflower oil']"
Kerala Style Karamani Thoran Recipe - Yard Beans Stir Fry With Coconut,"300 grams Green Chawli Beans (Yard long beans/Karamani/Barbati) - chopped,1 teaspoon Coconut Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),8 Curry leaves,1/2 teaspoon Turmeric powder (Haldi),1/4 cup Fresh coconut - grated,2 Green Chillies,2 sprig Curry leaves,Salt - to taste",Side Dish,Kerala Recipes,Vegetarian,"To begin making the Kerala Style Karamani Thoran Recipe, blend all the ingredients ""to be ground"" including coconut, green chillies, curry leaves, salt in a mixer grinder and make a coarse paste. Keep it aside.In a heavy bottom pan, add mustard seeds, cumin seeds, and allow it to crackle. When they crackle, add curry leaves.Add chopped yard beans, the ground coconut mixture and give it a stir.Add salt to taste and stir fry for about 3 to 4 minutes until the Karamani is well incorporated. Once done, serve warm.Serve the Kerala Style Karamani Thoran Recipe along withMixed Vegetable Sambar, Steamed Rice and South Indian Papad to enjoy your everyday meal.
",40,Kerala,Side Dish,"['green chawli beans', 'coconut oil', 'mustard seeds', 'cumin seeds', 'curry', 'turmeric powder', 'coconut', 'green chillies']"
Baked Mini Bread Cups Recipe,"6 Whole Wheat Brown Bread - slices,1/4 cup Sweet corn - steamed,1 Potato (Aloo) - boiled and diced small,1/2 Red Bell pepper (Capsicum) - finely chopped,1/2 Green Bell Pepper (Capsicum) - finely chopped,1 Onion - finely chopped,2 cloves Garlic - grated,1/2 teaspoon Red Chilli powder,2 tablespoons Tomato Ketchup,Salt - to taste,Butter - for baking,Cheddar cheese - or cheese slices",Snack,Indian,Vegetarian,"To begin making the Baked Mini Bread Cups Recipe, preheat the Oven to 180 C and grease the Muffin Pan with butter.Heat a teaspoon of oil in a pan; add the onion and bell pepper and saute until lightly softened and golden. Once the bell peppers have a roasted aroma, add the ginger, garlic, corn and chopped potatoes. Stir fry on high heat for a couple of minutes, so the vegetables get roasted. Finally add the chili powder, tomato ketchup and stir well. Check the salt and chili and adjust to suit your taste and allow the filling to cool.The next step is to make the bread cups, fill and bake them in the oven. Trim the edges of the bread, flatten with the rolling pin a bit and press them into the greased muffin pans. You can optionally spray oil over the bread slices or leave them as it it. Spoon the potato filling mixture into each one of the bread cups.  Tear the cheese slices and place them on top of the filling. You can also optionally spread grated mozzarella cheese.Place the mini bread cups in the the preheated oven and bake for about 10 minutes until the sides of the bread becomes crisp and the cheese has melted.Once done, remove from the Oven, allow it to rest for a few minutes and serve.Serve the Baked Mini Bread Cups either for breakfast, an after school snack or even as an appetizer for parties. ",35,Indian,Snack,"['wheat brown bread', 'sweet corn', 'potato', 'red bell pepper', 'green bell pepper', 'onion', 'cloves garlic', 'red chilli powder', 'tomato ketchup', 'butter', 'cheddar cheese']"
Multigrain Crepe Recipe Filled With Spicy Mashed Potatoes,"2 cups Whole Wheat Flour,1 cup Ragi Flour (Finger Millet/ Nagli),1 cup Bajra Flour ( Pearl Millet),Salt - as per taste,1 teaspoon Whole Black Peppercorns - crushed,4 Potatoes (Aloo) - boiled and mashed,1/2 teaspoon Red Chilli powder,3 Green Chillies - finely chopped,4 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Cumin seeds (Jeera),Sunflower Oil - for cooking",Lunch,Indian,Vegetarian,"To begin making the Multigrain Crepe Recipe Filled With Spicy Mashed Potatoes, first get all the ingredients ready, including boiling and mashing the potatoes. In a large mixing bowl, add the flour and a pinch of salt, black pepper powder and water and make smooth batter. The batter should be thick and yet pouring consistency, similar to a dosa batter.Keep the crepe batter aside.Next in heavy bottomed pan, heat a teaspoon of oil over medium heat. Add the cumin seeds and allow it to crackle. Add the green chilies and chopped onion and saute until the onion gets slightly caramelized.Once the onion gets brown, add the mashed potatoes, red chili powder and salt. Stir to combine all the ingredients well. Check the salt and adjust to suit your taste. Finally stir in the chopped coriander leaves and turn off the heat.The next step is the make the crepe. Heat a nonstick crepe skillet over medium heat. Pour a ladleful of the crepe batter on the pan and swirl the pan to spread the batter around. Crepes cook very quickly, so once you notice the top is getting cooked, flip over to cook on the other side for a few seconds.Remove from the skillet and place it on the platter. Proceed the same way to make the remaining crepes.Once done, place a spoonful of the potato filling in the center and roll the crepe and serve.Serve the Multigrain Crepe Filled With Spicy Mashed Potatoes along with a Yogurt Dip or Mexican Salsa for breakfast, tea party snack, appetizer or even a quick weeknight dinner.",40,Indian,Lunch,"['wheat flour', 'ragi flour', 'bajra flour', 'black peppercorns', 'potatoes', 'red chilli powder', 'green chillies', 'coriander', 'cumin seeds', 'sunflower oil']"
Palak Dhania Dosa Recipe With Figaro Olive Oil,"1 cup Spinach - finely chopped,1/4 cup Coriander (Dhania) Leaves - finely chopped,1 Onion - finely chopped,2 Green Chillies - finely chopped,1 cup Whole Wheat Flour,1/2 cup Instant Oats (Oatmeal),1/2 cup Sooji (Semolina/ Rava),1 tablespoon Whole Black Peppercorns - coarsely pounded,Figaro Pure Olive Oil - for cooking",South Indian Breakfast,South Indian Recipes,High Protein Vegetarian,"To begin making the Spinach And Coriander Dosa Recipe,blend spinach leaves and coriander in a mixer grinder to make a fine paste and keep aside.In a mixing bowl, add whole wheat flour and a little water such that the batter is thick still.Add the spinach and coriander paste, oats, onions, green chilli, pepper and mix so that everything incorporates well.Add water to adjust the consistency of the batter as it should be thick flowing consistency and not running.Take a scoop of batter and drop in the center of the tawa.With the same ladle or a small flat based bowl, start spreading it evenly in outward circular motion.Add few drops of Figaro Olive oil from the sides and in the center as well.Roast the dosa till the bottom starts getting brown. Fold or roll in the dosa and transfer into a serving plate.Serve the Spinach And Coriander Dosa along with coconut chutney for a wholesome breakfast or a quick weeknight dinner.",55,South Indian,Breakfast,"['spinach', 'coriander', 'onion', 'green chillies', 'wheat flour', 'instant oats', 'sooji', 'black peppercorns', 'figaro pure olive oil']"
Date and Tamarind Chutney Recipe - Khajur Imli Chutney,"1 cup Dates - pitted,1/4 cup Tamarind - deeseeded,1/2 cup Jaggery,1 cup Water,1 teaspoon Red Chilli powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Dry ginger powder,1 teaspoon Black Salt (Kala Namak),Salt - to taste",Side Dish,Indian,Vegetarian,"To begin making the Date and Tamarind Chutney Recipe, into a pressure cooker add dates, jaggery, tamarind, and water. Pressure cook for 3 to 4 whistles. Turn off the heat and allow the pressure to release naturally. Once the pressure has released open the pressure cooker and with the help of a hand blender blend the tamarind and dates to make a coarse mixture. Place the pressure cooker back on heat and add the chilli powder, cumin powder, dry ginger powder, black salt and salt to taste. Add little water to adjust the consistency of the  Date and Tamarind Chutney and simmer for 3 to 4 minutes. Turn off the heat and cool the Date and Tamarind Chutney. Refrigerate and store the Date and Tamarind Chutney  in an airtight container until ready to serve.Serve Date and Tamarind Chutney Recipe - Khajur Imli Chutney along with Samosa or Bread Pakora Recipe or add it to Dahi Batata Puri Chaat and enjoy.",30,Indian,Side Dish,"['dates', 'tamarind', 'jaggery', 'red chilli powder', 'cumin powder', 'ginger powder', 'black']"
Methi Corn Dal Vada Recipe,"1/2 cup Chana dal (Bengal Gram Dal) - soaked at least for 4 hours/overnight,1/2 cup Arhar dal (Split Toor Dal) - soaked at least for 4 hours/overnight,1 cup Methi Leaves (Fenugreek Leaves),1/2 cup Sweet corn,3 Green Chillies,1/2 teaspoon Red Chilli powder,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Salt,Asafoetida (hing) - a pinch,Curry leaves - a handful,Sunflower Oil - to fry",Snack,Indian,Vegetarian,"To prepare Methi Corn Dal Vada Recipe, soak Toor Dal and Chana Dal in water overnight or at least for 4 hours.Drain the water from the dal and set it aside.In a blender, add soaked dals, green chilies, ginger, and cumin seeds. Grind them into a coarse paste in a Mixer. Do not add water while grinding. The addition of water will make the vada absorb oil more than required, while deep frying.In a bowl, add the grounded dal, methi leaves, turmeric powder, red chili powder, corn, curry leaves and salt. Combine them together.Meanwhile, in a medium-sized Kadai, heat oil over high heat.Once the oil is smoking hot, reduce the flame to medium and maintain an even temperature throughout cooking.Take a lemon sized ball in hand and flatten it with your fingers. Ensure the Methi Corn Vada is not too thick and too large.Gently slide in the flattened balls into oil and cook until they become light brownish.Flip it occasionally to ensure that the vadas are cooked evenly. Once they are cooked, drain excess oil from the vadas and spread them on a paper towel to pat them off excess oil.Serve Methi Corn Dal Vada recipe warm with Mysore Chutney or any chutney of your choice.",75,Indian,Snack,"['chana dal', 'arhar dal', 'methi', 'sweet corn', 'green chillies', 'red chilli powder', 'turmeric powder', 'cumin seeds', 'asafoetida', 'curry', 'sunflower oil']"
Red Capsicum Poriyal Recipe - Red Bell Pepper Stir Fry,"3 Red Bell pepper (Capsicum) - cut into small cubes,1 teaspoon Chana dal (Bengal Gram Dal),1 teaspoon Mustard seeds,1 sprig Curry leaves,3 tablespoons Fresh coconut - grated,Asafoetida (hing) - a pinch,1 tablespoon Ginger - grated,2 Green Chillies,2 teaspoons Sunflower Oil,Salt - to taste",Lunch,South Indian Recipes,Vegetarian,"To begin making the Red Capsicum Poriyal (Red Bell Peppers Stir Fry with Ginger Spiced Coconut), wash, deseed the red bell peppers and chop them into small cubes and keep aside.Heat oil in a wok, add the mustard seeds and let it splutter. Add the chana dal, asafoetida, curry leaves and let it splutter.To this add the cubed red bell peppers, season with salt and cook until they are crunchy yet cooked to 3/4th.Make a coarse mix of the grated coconut, ginger, green chillies using a mixer grinder without adding any water.Add this ginger spiced coconut mix to the cooked red peppers, mix well and switch off the heat.Serve the Red Capsicum Poriyal (Red Bell Peppers Stir Fry with Ginger Spiced Coconut), along with Phulka, Dal Palak and Kachumber Salad for a nutritious weekday lunch.",20,South Indian,Lunch,"['red bell pepper', 'chana dal', 'mustard seeds', 'curry', 'coconut', 'asafoetida', 'ginger', 'green chillies', 'sunflower oil']"
Moong Bean Sprouts Upkari Recipe - Moong Beans Stir Fry,"2 cups Green Moong Sprouts,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,3 Dry Red Chillies - broken into 2 to 3 pieces,1/2 teaspoon Asafoetida (hing) - optional,1/4 teaspoon Turmeric powder (Haldi),Salt - to taste,2 tablespoons Fresh coconut - grated,2 teaspoons Coconut Oil",Dinner,Indian,High Protein Vegetarian,"To begin making the Moong Bean Sprouts Upkari Recipe, we will sprout the moong beans firstly.Take 1 cup of moong beans and wash thoroughly in water. Drain and soak in plenty of water for at least 6 to 8 hours or even overnight.Next day, drain the soaked beans thoroughly and place in a large bowl; make sure there is some moisture left in the beans.Close the bowl with a lid and keep in a warm place to allow the mung beans to sprout for about 8 to 12 hours, depending upon the weather. Mung beans start sprouting faster in warm weather.  After you have got the desired length of sprouts, you can use it in any dish you like.To make the Moong Bean Sprouts Upkari Recipe, heat coconut oil in a heavy bottomed pan.Once the oil is hot, add mustard seeds and once they begin to crackle, stir in the cumin seeds, dry red chillies and hing. Sauté for a few seconds.Immediately add 2 cups of bean sprouts, turmeric powder and salt to taste; give it a good stir.Sprinkle some water and close the pan with a tight lid. Let the sprouts cook in its own steam.As soon as the sprouts are cooked to the texture you like (some people prefer it soft and some with still a bite in it, like the way I do), stir in the grated coconut.Heat through for about a minute and remove from heat. Serve hot.Serve Moong Bean Sprouts Upkari Recipe along with Methi Chaman and Phulkas for a weekday meal with family.",30,Indian,Dinner,"['green moong sprouts', 'cumin seeds', 'mustard seeds', 'red chillies', 'asafoetida', 'turmeric powder', 'coconut', 'coconut oil']"
Thandai Mousse Cake Recipe With A Delicious Cardamom Sponge,"1-1/2 All Purpose Flour (Maida),1 cup Curd (Dahi / Yogurt),1/2 cup Sunflower Oil,1 teaspoon Vanilla Extract,1/2 cup Sugar,1/4 teaspoon Cardamom Powder (Elaichi),1 teaspoon Baking powder,1/4 teaspoon Baking soda,1/4 cup Fresh cream - (for ganache),100 grams White Chocolate - chopped,1 cup Heavy whipping cream,2 tablespoons Thandai syrup,2 tablespoons Badam (Almond) - finely chopped,1 tablespoon Pistachios - finely chopped,1/4 teaspoon Saffron strands",Dessert,Indian,Vegetarian,"To begin with Thandai Mousse Cake, preheat the oven at 180 degree celsius.Line a 8 inch round cake pan with parchment paper, grease the sides and keep it aside.In a mixing bowl sift dry ingredients for the cardamom sponge cake - flour, baking powder, baking soda, mix well and keep it aside.Take another mixing bowl, add in oil, sugar, curd, vanilla essence, cardamom powder and mix well using a hand whisk or electric beater.Now, fold in the dry mixture into the wet cake mixture little by little, use a spatula to fold in, do not over mix. Once the batter is ready, transfer it into the lined pan and bake the cardamom sponge cake for around 25 minutes at 180 degree celsius or until a skewer inserted in the centre of the cake comes out clean.When the cardamom sponge cake is done, let it cool for 10 minutes within the pan, then demould the cake and let it cool on a wire rack. Meanwhile prepare the Thandai mousse, chop white chocolate and place in a bowl.Now take a small saucepan and bring the fresh cream to a boil on a low flame.Pour the hot fresh cream on the white chocolate and let it sit for few mins, then using a spatula, stir the mixture and mix well until the chocolate completely melts and you get the ganache.Keep the ganache to cool down, meanwhile beat the heavy whipping cream to stiff peaks.When the ganache fully cools down, add in the thandai syrup and mix well.Once it is done, start adding whipped cream to the white chocolate thandai mixture and fold lightly using a spatula. Be gentle and fold without deflating any air from the whipped cream.To assemble, take a 8 inch/20 cm round springform pan and place the prepared cake into it.Now top the cake with prepared mousse mixture and tap it so that the mixture settles. Smoothen the top with an offset spatula.Garnish the Thandai Mousse Cake with chopped almonds, pistachios, saffron and keep in the refrigerator.Chill the mousse cake for four to five hours, preferably overnight.Once you are ready to serve, loosen the sides using a knife and demould the cake.Serve Thandai Mousse Cake as an indian dessert for your parties like Holi or Diwali.",60,Indian,Dessert,"['curd', 'sunflower oil', 'vanilla extract', 'sugar', 'cardamom powder', 'baking powder', 'baking soda', 'cream', 'white chocolate', 'heavy whipping cream', 'thandai syrup', 'badam', 'pistachios', 'saffron strands']"
Drumstick Dal Soup Recipe,"2 Drumstick,1 cup Green Moong Dal (Whole),1 cup Water - (adjust according to your consistency),1 Onion,1 Tomato,4 Garlic,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Cumin powder (Jeera),1/2 teaspoon Black pepper powder,1/2 teaspoon Salt",Dinner,South Indian Recipes,Vegetarian,"To begin making the Drumstick Dal Soup recipe, chop onion and tomato into big pieces. Cut drumstick into small pieces.Wash dal with water thoroughly. In a pressure cooker, mix dal, onion tomato, garlic and other spice powders. Add a cup of water.Cook the dal for 3 whistles. In a small pot, add drumstick pieces and water. Cook until they are tender and cooked.Once cooked, scoop out the pulp from the drumstick using a spoon.Blend the cooked dal and drumstick pulp in a blender. Strain the liquid through a sieve.Add the required amount of salt and pepper powder to the soup. Serve the drumstick dal soup warm along with fried bread slices.Serve Drumstick Dal Soup along with Fresh Garlic Bread on a wintery night.",40,South Indian,Dinner,"['drumstick', 'green moong dal', 'onion', 'tomato', 'garlic', 'turmeric powder', 'cumin powder', 'black pepper powder']"
Cauliflower Matar Bhurji Recipe,"1 Cauliflower (gobi),1 cup Green peas (Matar),1 Onion - chopped finely,1 Tomato - chopped finely,3 Green Chillies,1 teaspoon Ginger Garlic Paste,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/2 teaspoon Garam masala powder,1-1/2 tablespoon Sunflower Oil,Salt - as required,Coriander (Dhania) Leaves - for garnish",Dinner,Indian,Vegetarian,"To begin with the Cauliflower Matar Bhurji Recipe first, bring water to boil in a pot. Add cauliflower florets in boiling water and keep aside for 10 minutesDrain the water from the florets and grate them into fine pieces. Else process them in a food processor to get finely grated piecesHeat half tablespoon oil in a kadai over medium heatAdd grated cauliflower and fry them for about 5 minutes, until water is absorbed from the florets. Set them asideIn a Kadai, add oil and finely chopped onions.Cook them until they become transparent; Add ginger garlic paste and mix them well with the onionsAdd tomato pieces and cook until they become mushyAdd peas, turmeric powder, red chili powder and required amount of saltCook them for about 5 minutes until spice powders are mixed well with peasAdd cauliflower with peas mixture and combine them wellClose the lid and cook for about until the grated florets are cookedDon’t overcook cauliflower as they become soggy.Sprinkle garam masala powder over the bhurji and toss them well.Switch off the flame and allow them to cool downServe Cauliflower Bhurji with Matar along with Boondi Raita and Phulkas for a weekday lunch.",45,Indian,Dinner,"['cauliflower', 'green peas', 'onion', 'tomato', 'green chillies', 'ginger garlic paste', 'turmeric powder', 'red chilli powder', 'garam masala powder', 'coriander']"
Tamil Nadu Style Coconut Chutney Recipe - For Idli And Dosa,"1-1/2 cups Fresh coconut - grated,2 Green Chillies,1 inch Ginger,3/4 cup Lukewarm Water,Salt - to taste,1/2 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1 teaspoon Sunflower Oil - for seasoning,1 sprig Curry leaves - finely chopped,1 Dry Red Chilli - broken",Side Dish,South Indian Recipes,Vegetarian,"To begin making the Tamil Nadu Coconut Chutney Recipe, into a mixer grinder; add the fresh coconut, green chillies, and ginger along with warm water and blend to make a smooth coconut chutney.The addition of warm/ hot water prevents the coconut chutney from getting curdled and sticky. Transfer the Tamil Nadu coconut chutney into a bowl and stir in the lemon juice and salt to taste.The next step is to make the tadka.Heat oil in a small pan on medium heat; add mustard seeds, urad dal and allow it to crackle and the dal to turn golden brown. Once the dal turns brown, add the curry leaves and red chillies and saute for a few seconds. Once done turn off the heat.Spoon the tadka over the Tamil Nadu Coconut Chutney & serve.Serve the delicious Tamil Nadu Coconut Chutney Recipe along with Dosa's, Idli's and Vegetable Rava Upma's or any other dish you want to savor it with.",20,South Indian,Side Dish,"['green chillies', 'inch ginger', 'lukewarm', 'mustard seeds', 'white urad dal', 'sunflower oil', 'curry', 'red chilli']"
Indian Spicy Masala Cookie Recipe (Khara Biscuit),"2 cups All Purpose Flour (Maida),1/3 cup Butter - softened,2 tablespoons Curd (Dahi / Yogurt),1 teaspoon Red Chilli powder,1 teaspoon Ginger - grated,3 teaspoons Sugar,1 teaspoon Salt,2 teaspoons Cumin seeds (Jeera),2 Green Chillies - finely chopped,1 sprig Curry leaves - finely chopped,1/2 teaspoon Baking powder,1/2 teaspoon Asafoetida (hing)",Snack,Indian,Vegetarian,"To begin making the Indian Spicy Masala Cookie Recipe (Khara Biscuit), in a large bowl combine all the ingredients together  and knead to make smooth firm dough. Knead well for about 3-4 minutes.Refrigerate the khara cookie dough covered for about 20 to 30 minutes.Preheat the oven to 180 C. Line a baking sheet with parchment paper.Remove the khara biscuit from the refrigerator and on a lightly floured surface roll the dough out until it has a 2 mm thickness.Using cookie cutters, cut the rolled dough into desired shape and place it on the prepared baking sheet. Place the tray in the oven and bake for about 20 mins or until the edges begin to start during golden brown.Remove the Indian Spicy Masala Cookie (Khara Biscuit) from the oven and allow it to cool completely. The cookies continue to cook as they are cooling. Store them in airtight containers.Notes: You can add Ajwain as well to the above recipe instead of cumin.",75,Indian,Snack,"['all purpose flour', 'butter', 'curd', 'red chilli powder', 'ginger', 'sugar', 'cumin seeds', 'green chillies', 'curry', 'baking powder', 'asafoetida']"
Sweet Corn & Peas Upma Recipe For Babies and Toddlers,"Sweet corn - a few kernels,Green peas (Matar) - a few,1 teaspoon Ghee,1/4 teaspoon Mustard seeds,1/4 teaspoon White Urad Dal (Split),1/2 Onion - finely chopped,Salt - as per taste,1/4 cup Sooji (Semolina/ Rava) - roasted,1/2 cup Hot water",South Indian Breakfast,South Indian Recipes,Vegetarian,"To begin making Sweet Corn & Peas Upma for babies and toddlers, we have to first get the peas and corn steamed. In a pressure cooker add a handful of sweet corn and peas along with 2 tablespoons of water. Pressure cook for 1 whistle, turn off the heat. Run the pressure cooker under water, open the lid and keep aside. In a pan, add a teaspoon of ghee. Once the ghee melts, add mustard seeds and urad dal. Once the mustard seeds crackle and urad dal turns brown, add the finely chopped onion. Saute until the onions until they are soft and translucent. Add in the cooked peas and corn along with salt, stir well. Next add 1/2 cup hot water and stir well. Use hot water instead of room temperature water in order to quicken the process of cooking. If not using hot water, allow for the water to come to a boil. Once you see bubbles in the water, add the roasted semolina or rava slowly. Stir continuously while adding to the hot water so as to prevent lumps from forming. Stir until the upma thickens, then close the lid and let it steam for a few minutes. Turn off the heat and your baby's Sweet Corn and Peas Upma is ready to be fed. Serve Sweet Corn And Peas Upma to you babies and toddlers along with a bowl of curd and a few pieces of chopped banana for breakfast or even dinner. ",20,South Indian,Breakfast,"['sweet corn', 'green peas', 'ghee', 'mustard seeds', 'white urad dal', 'onion', 'sooji', 'hot']"
Homemade Rice Cereal Recipe,"1 cup Basmati rice,Water - as required for cooking",Dinner,Indian,Vegetarian,"To begin making the Homemade Rice Cereal, first wash the rice. Drain off the rice completely in a colander. Spread the rice on a clean white cloth. Leave it to air dry or fan dry for 30 to 50 minutes.Once the rice becomes completely dry, begin roasting the rice. To roast the rice, place a pan on medium heat. Dry roast the rice on low flame for 5-7 minutes. Gradually the rice will begin to pop and splutter. Turn off the heat and let the rice cool.Once the rice is cooled, put it in a clean mixer jar and grind it to a smooth powder. Your Rice Cereal is ready. Store it in an airtight container and use as required.To prepare the Rice Cereal, place a saucepan on medium heat. Mix one tablespoon of rice cereal with 1/2 cup water in a bowl. pour the mixture in the saucepan. Stir continuously and let it simmer on medium heat for 2-3 minutes.Transfer the Rice Cereal in a serving bowl and feed it warm to your baby. Mix it with some milk or formula for added taste. Adjust the consistency of the cereal by adding little or more water or milk.
",70,Indian,Dinner,['basmati rice']
Bhutte Ka Kees Recipe,"1-1/2 cup Sweet corn - steamed and ground to paste,1 teaspoon Ghee,1/2 cup Milk,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1 Green Chilli - finely chopped,1 teaspoon Ginger - grated,1/2 teaspoon Turmeric powder (Haldi),1/4 teaspoon Red Chilli powder,1/4 teaspoon Asafoetida (hing),1/2 teaspoon Sugar,1 teaspoon Lemon juice,Coriander (Dhania) Leaves - as required (for garnish),Salt - to taste",Snack,Rajasthani,Vegetarian,"To begin making the Bhutte Ka Kees, firstly we will steam the corn. Add the corn in a pressure cooker with required water and cook it till the pressure cooker releases 2 whistles. Make a paste out of corn and keep it aside.Heat a wok with ghee. Add the steamed corn with a little milk in a food processor and make a coarse paste out of it. Once it is done, keep it aside.Heat a heavy bottomed pan with ghee. Add asafoetida, cumin seeds and mustard seeds. Let it cook for about 15 seconds.After 15 seconds, add ginger, green chillies, turmeric powder, and salt. Cook for about 30 seconds.Mix and after 30 seconds add in the corn paste. Cook for 2 minutes and then add red chilli powder. After 10 seconds add milk and a little sugar. Let it cook for 3 to 5 minutes.Stir in between continuously. Lastly, add lemon juice and coriander leaves. Serve hot.Serve Bhutte Ka Kees along with Masala Chai and Linzer Cookies for your tea time break.",25,Rajasthani,Snack,"['ghee', 'milk', 'cumin seeds', 'mustard seeds', 'green chilli', 'ginger', 'turmeric powder', 'red chilli powder', 'asafoetida', 'sugar', 'lemon juice', 'coriander']"
Dill Cucumber Raita Recipe,"1 Cucumber - grated,1-1/2 cup Curd (Dahi / Yogurt),1/2 cup Dill leaves - finely chopped,1/4 cup Mint Leaves (Pudina) - finely chopped,1 teaspoon Chaat Masala Powder,1 teaspoon Cumin powder (Jeera),1 teaspoon Black pepper powder,Salt - to taste",Side Dish,Indian,Vegetarian,"To begin making the Dill Cucumber Raita Recipe, whisk the yogurt until smooth in a mixing bowl.To the yogurt, add water, salt, cumin powder, pepper powder, chaat masala, cucumber, mint leaves and dill leaves .Mix the Dill Cucumber Raita well and serve chilled.  Serve Dill Cucumber Raita Recipe along with Ragi Tawa Paratha - Healthy Vitamin Rich & Diabetic Friendly Paratha and Spinach Paneer Kofta Curry Recipe or Aromatic Vegetable Pulao Recipe for a simple weekday lunch.",10,Indian,Side Dish,"['cucumber', 'dill', 'mint', 'chaat masala powder', 'cumin powder', 'black pepper powder']"
